text,category,is_scam,urgency_score,threat_level
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_610 for instant onboarding.,Fake Job Offer,1,0.898,HIGH
URGENT: Your Barclays account has been suspended due to suspicious activity. Verify immediately at http://kyc-urgent-support.info to avoid permanent deactivation.,Banking Phishing,1,0.867,CRITICAL
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-353-689-3045,Fake Job Offer,1,0.936,CRITICAL
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_115.",Crypto Investment Scam,1,0.937,HIGH
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.1,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.056,LOW
URGENT: Your HSBC account has been suspended due to suspicious activity. Verify immediately at https://bank-security-center.ru to avoid permanent deactivation.,Banking Phishing,1,0.89,CRITICAL
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.248,LOW
"WINNER! You have won the United States Mega Millions International Draw of $13,000,000! Call +1-891-114-7988 immediately with code WIN6836 to claim.",Lottery / Prize Fraud,1,0.868,CRITICAL
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 4.91 ETH to 0x16aa3af and start earning.,Crypto Investment Scam,1,0.96,HIGH
"ALERT: An unauthorized transaction of $5299 was attempted on your account. If this was not you, cancel it now at http://usps-delivery-portal.cc.",Banking Phishing,1,0.874,CRITICAL
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://usps-delivery-portal.cc to get started.,Fake Job Offer,1,0.979,HIGH
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://kyc-urgent-support.info to get started.,Fake Job Offer,1,0.779,HIGH
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.141,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.234,LOW
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 4823.,Legitimate Work,0,0.208,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.053,LOW
Your verification code for PayPal is 167001. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.283,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 2.1 ETH to 0x3d03097 and start earning.,Crypto Investment Scam,1,0.788,HIGH
Your order #ORD-564761 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.168,LOW
Your monthly bank statement for account ending in 9109 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.126,LOW
Your verification code for Google is 926238. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.315,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.331,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at https://login-update-online-service.top to avoid service cancellation.,Subscription Phishing,1,0.899,CRITICAL
URGENT: Your Barclays account has been suspended due to suspicious activity. Verify immediately at http://kyc-urgent-support.info to avoid permanent deactivation.,Banking Phishing,1,0.891,HIGH
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 7255.,Legitimate Work,0,0.251,LOW
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://secure-verify-auth2.xyz to get started.,Fake Job Offer,1,0.961,CRITICAL
"Congratulations! You've been whitelisted for the Exclusive Ethereum Airdrop. Claim your free $5,000 token grant at http://secure-verify-auth2.xyz.",Crypto Investment Scam,1,0.769,HIGH
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: https://bank-security-center.ru,Crypto Investment Scam,1,0.933,HIGH
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.221,LOW
This is the Chief Financial Officer. I am in an urgent meeting and need you to purchase 5x $100 Apple Gift Cards and email the codes.,Executive Impersonation,1,0.984,HIGH
Thanks for reaching out to customer support. Your ticket #96606 has been resolved. Please rate our service.,Legitimate Support,0,0.167,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.31,LOW
Your order #ORD-394257 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.179,LOW
Thanks for reaching out to customer support. Your ticket #49910 has been resolved. Please rate our service.,Legitimate Support,0,0.128,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.281,LOW
"WINNER! You have won the Germany Mega Millions International Draw of $1,000,000! Call +1-279-143-6305 immediately with code WIN8548 to claim.",Lottery / Prize Fraud,1,0.843,HIGH
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://secure-verify-auth2.xyz,Crypto Investment Scam,1,0.861,CRITICAL
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.335,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.174,LOW
"Dear Customer, Your debit card ending in 8527 is locked. Click http://claim-crypto-giveaway.net to update KYC within 24 hours.",Banking Phishing,1,0.75,HIGH
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-523-962-2684,Fake Job Offer,1,0.85,HIGH
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.11,LOW
"WINNER! You have won the United Kingdom Mega Millions International Draw of $10,000,000! Call +1-694-648-3548 immediately with code WIN3290 to claim.",Lottery / Prize Fraud,1,0.9,CRITICAL
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://secure-verify-auth2.xyz,Crypto Investment Scam,1,0.846,CRITICAL
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.267,LOW
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_185 for instant onboarding.,Fake Job Offer,1,0.942,CRITICAL
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.13,LOW
"WINNER! You have won the Russia Mega Millions International Draw of $10,000,000! Call +1-928-963-8848 immediately with code WIN4464 to claim.",Lottery / Prize Fraud,1,0.893,HIGH
"ALERT: An unauthorized transaction of $836 was attempted on your account. If this was not you, cancel it now at http://usps-delivery-portal.cc.",Banking Phishing,1,0.942,CRITICAL
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_410 for instant onboarding.,Fake Job Offer,1,0.851,HIGH
"Dear Customer, Your debit card ending in 6206 is locked. Click http://secure-verify-auth2.xyz to update KYC within 24 hours.",Banking Phishing,1,0.795,CRITICAL
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.251,LOW
"Dear Customer, Your debit card ending in 1336 is locked. Click http://kyc-urgent-support.info to update KYC within 24 hours.",Banking Phishing,1,0.753,CRITICAL
Thanks for reaching out to customer support. Your ticket #80956 has been resolved. Please rate our service.,Legitimate Support,0,0.153,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.193,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.295,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.106,LOW
Your order #ORD-767527 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.129,LOW
"WINNER! You have won the Nigeria Mega Millions International Draw of $9,000,000! Call +1-521-566-4068 immediately with code WIN1543 to claim.",Lottery / Prize Fraud,1,0.776,HIGH
Your verification code for Uber is 182881. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.324,LOW
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at https://login-update-online-service.top before expiration.",Lottery / Prize Fraud,1,0.849,HIGH
Your monthly bank statement for account ending in 3289 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.292,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.269,LOW
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.216,LOW
"ALERT: An unauthorized transaction of $3467 was attempted on your account. If this was not you, cancel it now at http://usps-delivery-portal.cc.",Banking Phishing,1,0.828,CRITICAL
Thanks for reaching out to customer support. Your ticket #42388 has been resolved. Please rate our service.,Legitimate Support,0,0.27,LOW
Your verification code for Google is 775439. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.205,LOW
This is the Chief Financial Officer. I am in an urgent meeting and need you to purchase 5x $100 Apple Gift Cards and email the codes.,Executive Impersonation,1,0.949,CRITICAL
Barclays Security: Unusual login from United Kingdom. Confirm your identity now at http://usps-delivery-portal.cc to prevent account freeze.,Banking Phishing,1,0.763,CRITICAL
Your verification code for Apple ID is 426263. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.231,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.115,LOW
Thanks for reaching out to customer support. Your ticket #30855 has been resolved. Please rate our service.,Legitimate Support,0,0.095,LOW
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://kyc-urgent-support.info,Crypto Investment Scam,1,0.867,CRITICAL
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.135,LOW
"Dear Customer, Your debit card ending in 4967 is locked. Click https://login-update-online-service.top to update KYC within 24 hours.",Banking Phishing,1,0.751,HIGH
HDFC Security: Unusual login from Singapore. Confirm your identity now at http://kyc-urgent-support.info to prevent account freeze.,Banking Phishing,1,0.929,HIGH
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.117,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 4.13 ETH to 0x4a6cc12 and start earning.,Crypto Investment Scam,1,0.849,CRITICAL
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.13,LOW
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 6309.,Legitimate Work,0,0.181,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.288,LOW
Your verification code for Amazon is 613135. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.322,LOW
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.145,LOW
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 9039.,Legitimate Work,0,0.284,LOW
This is the Chief Financial Officer. I am in an urgent meeting and need you to purchase 5x $100 Apple Gift Cards and email the codes.,Executive Impersonation,1,0.856,CRITICAL
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_108.",Crypto Investment Scam,1,0.891,CRITICAL
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.243,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.246,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.085,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.186,LOW
"Congratulations! You've been whitelisted for the Exclusive Ripple Airdrop. Claim your free $5,000 token grant at http://secure-verify-auth2.xyz.",Crypto Investment Scam,1,0.753,HIGH
Your monthly bank statement for account ending in 1455 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.056,LOW
